#CODE;ENGLISH;;;;;;;;;x 
AIREASON_TOO_OLD;§Y[GetTitledFirstName]§! is past childbearing age;;;;;;;;;x 
b_almeria;Almería;;;;;;;;;x 
b_baza;Baza;;;;;;;;;x 
b_berja;Berja;;;;;;;;;x 
b_motril;Motril;;;;;;;;;x 
b_albox;Albox;;;;;;;;;x 
b_purchena;Purchena;;;;;;;;;x 
b_vera;Vera;;;;;;;;;x 
c_malaga_adj;Málagan;;;;;;;;;x 
b_antequera;Antequera;;;;;;;;;x 
b_malaga;Malaga;;;;;;;;;x 
b_benalmadena;Benalmádena;;;;;;;;;x 
b_tamisa;Tamisa;;;;;;;;;x 
b_coin;Coín;;;;;;;;;x 
b_suel;Suel;;;;;;;;;x 
b_cartajima;Cartajima;;;;;;;;;x 
b_velezmalaga;Vélez-Málaga;;;;;;;;;x 
d_sevilla;Seville;;;;;;;;;x 
d_sevilla_adj;Sevillan;;;;;;;;;x 
c_sevilla_adj;Sevillan;;;;;;;;;x 
b_carmona;Carmona;;;;;;;;;x 
b_sevilla;Seville;;;;;;;;;x 
b_ecija;Écija ;;;;;;;;;x 
b_sevimoron;Morón;;;;;;;;;x 
b_alcaladeguadaira;Alcalá de Guadaíra;;;;;;;;;x 
b_doshermanas;Dos Hermanas;;;;;;;;;x 
b_laalgaba;La Algaba;;;;;;;;;x 
b_utrera;Utrera;;;;;;;;;x 
c_cadiz_adj;Cadizian;;;;;;;;;x 
b_jerez;Jeréz;;;;;;;;;x 
b_cadiz;Cádiz;;;;;;;;;x 
b_medinasidonia;Medina Sidonia;;;;;;;;;x 
b_arcos;Arcos;;;;;;;;;x 
b_sanjosedelvalle;San Jose del Valle;;;;;;;;;x 
b_sanlucadebarrameda;Sanlúcar de Barrameda;;;;;;;;;x 
b_sanfernando;San Fernando;;;;;;;;;x 
b_alcaladelosgazules;Alcalá de los Gazules;;;;;;;;;x 
c_algeciras_adj;Algeciran;;;;;;;;;x 
b_gibraltar;Gibraltar;;;;;;;;;x 
b_algericas;Algeciras;;;;;;;;;x 
b_ronda;Ronda;;;;;;;;;x 
b_sanroque;San Roque;;;;;;;;;x 
b_tarifa;Tarifa;;;;;;;;;x 
b_estepona;Estepona;;;;;;;;;x 
b_jimenadelafrontera;Jimena de la Frontera;;;;;;;;;x 
b_casares;Casares;;;;;;;;;x 
c_aracena_adj;Aracenan;;;;;;;;;x 
b_aracena;Aracena;;;;;;;;;x 
b_italica;Itálica;;;;;;;;;x 
b_almonasterlareal;Almonaster la Real;;;;;;;;;x 
b_calanas;Calañas;;;;;;;;;x 
b_cortegana;Cortegana;;;;;;;;;x 
b_facanias;Facanias;;;;;;;;;x 
b_alajar;Alájar;;;;;;;;;x 
b_galaroza;Galaroza;;;;;;;;;x 
c_niebla_adj;Nieblan;;;;;;;;;x 
b_huelva;Huelva;;;;;;;;;x 
b_niebla;Niebla;;;;;;;;;x 
b_lepe;Lepe;;;;;;;;;x 
b_gibraleon;Gibraleon;;;;;;;;;x 
b_nerva;Nerva;;;;;;;;;x 
b_moguer;Moguer;;;;;;;;;x 
b_almonte;Almonte;;;;;;;;;x 
b_aljaraque;Aljaraque;;;;;;;;;x 
k_leon;León;;;;;;;;;x 
k_leon_adj;Léonese;;;;;;;;;x 
d_asturias;Asturias;;;;;;;;;x 
d_asturias_adj;Asturian;;;;;;;;;x 
c_asturias_de_oviedo_adj;Oviedonian;;;;;;;;;x 
b_oviedo;Oviedo;;;;;;;;;x 
b_gijon;Gijón;;;;;;;;;x 
b_cangasdeonis;Cangas de Onís;;;;;;;;;x 
b_tineo;Tineo;;;;;;;;;x 
b_cangasdelnarcea;Cangas del Narcea;;;;;;;;;x 
b_villaviciosa;Villaviciosa;;;;;;;;;x 
b_luarca;Luarca;;;;;;;;;x 
b_norena;Noreña;;;;;;;;;x 
c_asturias_de_santillana_adj;Asturias de Santillanian;;;;;;;;;x 
b_santander;Santander;;;;;;;;;x 
b_santillanadelmar;Santillana del Mar;;;;;;;;;x 
b_laredo;Laredo;;;;;;;;;x 
b_castrourdiales;Castro Urdiales;;;;;;;;;x 
b_santona;Santoña;;;;;;;;;x 
b_reinosa;Reinosa;;;;;;;;;x 
b_suances;Suances;;;;;;;;;x 
b_camargo;Camargo;;;;;;;;;x 
d_galicia;Galicia;;;;;;;;;x 
d_galicia_adj;Galician;;;;;;;;;x 
c_coruna_adj;Coruñan;;;;;;;;;x 
b_corunna;A Corunnã;;;;;;;;;x 
b_mondonedo;Mondoñedo;;;;;;;;;x 
b_lugo;Lugo;;;;;;;;;x 
b_ferrol;Ferrol;;;;;;;;;x 
b_villalba;Villalba;;;;;;;;;x 
b_viveiro;Viveiro;;;;;;;;;x 
b_burela;Burela;;;;;;;;;x 
b_triacastela;Triacastela;;;;;;;;;x 
c_santiago_adj;Santiagonian;;;;;;;;;x 
b_santiago;Santiago;;;;;;;;;x 
b_vigo;Vigo;;;;;;;;;x 
b_pontevedra;Pontevedra;;;;;;;;;x 
b_tuy;Tùy;;;;;;;;;x 
b_ourense;Ourense;;;;;;;;;x 
b_verin;Verín;;;;;;;;;x 
b_padron;Padrón;;;;;;;;;x 
b_vilagarcia;Vilagarcía;;;;;;;;;x 
c_astorga_adj;Astorgan;;;;;;;;;x 
b_ponferrada;Ponferrada;;;;;;;;;x 
b_bembibre;Bembibre;;;;;;;;;x 
b_ribadelago;Ribadelago;;;;;;;;;x 
b_cacabelos;Cacabelos;;;;;;;;;x 
b_fabero;Fabero;;;;;;;;;x 
b_camponaraya;Camponaraya;;;;;;;;;x 
b_toreno;Toreno;;;;;;;;;x 
b_astorga;Astorga;;;;;;;;;x 
d_leon;León;;;;;;;;;x 
d_leon_adj;Léonian;;;;;;;;;x 
c_leon_adj;Léonian;;;;;;;;;x 
b_leon;León;;;;;;;;;x 
b_valenciadecampos;Valencia de Campos;;;;;;;;;x 
b_villablino;Villablino;;;;;;;;;x 
b_sanpedrodeperix;San Pedro de Périx;;;;;;;;;x 
b_saldana;Saldaña;;;;;;;;;x 
b_sahagun;Sahagún;;;;;;;;;x 
b_larobla;La Robla;;;;;;;;;x 
b_cistierna;Cistierna;;;;;;;;;x 
c_zamora_adj;Zamoran;;;;;;;;;x 
b_zamora;Zamora;;;;;;;;;x 
b_benavente;Benavente;;;;;;;;;x 
b_fermoselle;Fermoselle;;;;;;;;;x 
b_toro;Toro;;;;;;;;;x 
b_sanabria;Sanabria;;;;;;;;;x 
b_corrales;Corrales;;;;;;;;;x 
b_fuentesauco;Fuentesaúco;;;;;;;;;x 
b_polvorosa;Polvorosa;;;;;;;;;x 
c_salamanca_adj;Salamancan;;;;;;;;;x 
b_salbejar;Béjar;;;;;;;;;x 
b_salamanca;Salamanca;;;;;;;;;x 
b_ciudadrodrigo;Ciudad Rodrigo;;;;;;;;;x 
b_bracamonte;Bracamonte;;;;;;;;;x 
b_albadetormes;Alba de Tormes;;;;;;;;;x 
b_terradillos;Terradillos;;;;;;;;;x 
b_carbajosadelasagrada;Carbajosa de la Sagrada;;;;;;;;;x 
b_lumbrales;Lumbrales;;;;;;;;;x 
d_badajoz;Badajoz;;;;;;;;;x 
d_badajoz_adj;Badajozan;;;;;;;;;x 
c_plasencia_adj;Plasencian;;;;;;;;;x 
b_hervas;Hervás;;;;;;;;;x 
b_plasencia;Plasencia;;;;;;;;;x 
b_jaraiz;Jaraíz;;;;;;;;;x 
b_lazarza;La Zarza;;;;;;;;;x 
b_montehermoso;Montehermoso;;;;;;;;;x 
b_ventadelmoral;Venta del Moral;;;;;;;;;x 
b_jarandilla;Jarandilla;;;;;;;;;x 
b_talayuela;Talayuela;;;;;;;;;x 
c_alcantara_adj;Alcantaran;;;;;;;;;x 
b_alcantara;Alcantara;;;;;;;;;x 
b_coria;Coria;;;;;;;;;x 
b_moraleja;Moraleja;;;;;;;;;x 
b_brozas;Brozas;;;;;;;;;x 
b_lamata;La Mata;;;;;;;;;x 
b_racharachel;Racha Rachel;;;;;;;;;x 
b_lasnavasdelmadrono;Las Navas del Madrono;;;;;;;;;x 
b_ceclavin;Ceclavin;;;;;;;;;x 
c_caceres_adj;Caceresian;;;;;;;;;x 
b_caceres;Cáceres;;;;;;;;;x 
b_guadalupe;Guadalupe;;;;;;;;;x 
b_trujillo;Trujillo;;;;;;;;;x 
b_alburquerque;Alburquerque;;;;;;;;;x 
b_alia;Alia;;;;;;;;;x 
b_arroyodelalluz;Arroyo de la Luz;;;;;;;;;x 
b_logrosan;Logrosán;;;;;;;;;x 
b_alcuescar;Alcuéscar;;;;;;;;;x 
c_badajoz_adj;Badajozian;;;;;;;;;x 
b_jerezdeloscaballeros;Jeréz de los Caballeros ;;;;;;;;;x 
b_badajoz;Badajoz;;;;;;;;;x 
b_merida;Mérida;;;;;;;;;x 
b_zafra;Zafra;;;;;;;;;x 
b_almendralejo;Almendralejo;;;;;;;;;x 
b_villalbadelosbarros;Villalba de los Barros;;;;;;;;;x 
b_guarena;Guareña;;;;;;;;;x 
b_fuentedelmaestre;Fuente del Maestre;;;;;;;;;x 
k_portugal;Portugal;;;;;;;;;x 
k_portugal_adj;Portuguese;;;;;;;;;x 
d_porto;Portucale;;;;;;;;;x 
d_porto_adj;Portucalese;;;;;;;;;x 
c_porto_adj;Portan;;;;;;;;;x 
b_braga;Braga;;;;;;;;;x 
b_porto;Porto;;;;;;;;;x 
b_guimaraes;Guimarães;;;;;;;;;x 
b_vianadocastelo;Viana do Castelo;;;;;;;;;x 
b_pontedelima;Ponte de Lima;;;;;;;;;x 
b_barcelos;Barcelos;;;;;;;;;x 
b_arcosdevaldevez;Arcos de Valdevez;;;;;;;;;x 
b_moncao;Monção;;;;;;;;;x 
c_braganza_adj;Bragançan;;;;;;;;;x 
b_braganza;Bragança;;;;;;;;;x 
b_chaves;Chaves;;;;;;;;;x 
b_vilareal;Vila Real;;;;;;;;;x 
b_torredemoncorvo;Torre de Moncorvo;;;;;;;;;x 
b_mogadouro;Mogadouro;;;;;;;;;x 
b_castelomelhor;Castelo Melhor;;;;;;;;;x 
b_castelorodrigo;Castelo Rodrigo;;;;;;;;;x 
b_azinhoso;Azinhoso;;;;;;;;;x 
c_castelo_branco_adj;Castelo Branconian;;;;;;;;;x 
b_castelobranco;Castelo Branco;;;;;;;;;x 
b_guarda;Guarda;;;;;;;;;x 
b_covilha;Covilhã;;;;;;;;;x 
b_acores;Açores;;;;;;;;;x 
b_trancoso;Trancoso;;;;;;;;;x 
b_sabugal;Sabugal;;;;;;;;;x 
b_pinhel;Pinhel;;;;;;;;;x 
b_almeida;Almeida;;;;;;;;;x 
c_coimbra_adj;Coimbran;;;;;;;;;x 
b_coimbra;Coimbra;;;;;;;;;x 
b_viseu;Viseu;;;;;;;;;x 
b_aveiro;Aveiro;;;;;;;;;x 
b_pedondo;Pedondo;;;;;;;;;x 
b_cantanhede;Cantanhede;;;;;;;;;x 
b_condeixa;Condeixa;;;;;;;;;x 
b_montereal;Monte Real;;;;;;;;;x 
b_penela;Penela;;;;;;;;;x 
d_beja;Beja;;;;;;;;;x 
d_beja_adj;Bejan;;;;;;;;;x 
c_lisboa_adj;Lisboan;;;;;;;;;x 
b_lisboa;Lisboa;;;;;;;;;x 
b_alcobaca;Alcobaça;;;;;;;;;x 
b_setubal;Setúbal;;;;;;;;;x 
b_batalha;Batalha;;;;;;;;;x 
b_alenquer;Alenquer;;;;;;;;;x 
b_santarem;Santarém;;;;;;;;;x 
b_atouguia;Atouguia;;;;;;;;;x 
b_tomar;Tomar;;;;;;;;;x 
c_evora_adj;Évoran;;;;;;;;;x 
b_avis;Avis;;;;;;;;;x 
b_evora;Évora;;;;;;;;;x 
b_portalegre;Portalegre;;;;;;;;;x 
b_marvao;Marvão;;;;;;;;;x 
b_castelodevide;Castelo de Vide;;;;;;;;;x 
b_crato;Crato;;;;;;;;;x 
b_monforte;Monforte;;;;;;;;;x 
b_ouguela;Ouguela;;;;;;;;;x 
c_alcacer_do_sal_adj;Alcácer do Salian;;;;;;;;;x 
b_alcacerdosal;Alcácer do Sal;;;;;;;;;x 
b_alcacovas;Alcáçovas;;;;;;;;;x 
b_espinheiro;Espinheiro;;;;;;;;;x 
b_montemoronovo;Montemor-o-Novo;;;;;;;;;x 
b_alvito;Alvito;;;;;;;;;x 
b_santiagodocacem;Santiago do Cacém;;;;;;;;;x 
b_sines;Sines;;;;;;;;;x 
b_grandola;Grândola;;;;;;;;;x 
c_mertola_adj;Mértolan;;;;;;;;;x 
b_mertola;Mértola;;;;;;;;;x 
b_beja;Beja;;;;;;;;;x 
b_monsaraz;Monsaraz;;;;;;;;;x 
b_noudal;Noudal;;;;;;;;;x 
b_moura;Moura;;;;;;;;;x 
b_portel;Portel;;;;;;;;;x 
b_serpa;Serpa;;;;;;;;;x 
b_mourao;Mourão;;;;;;;;;x 
d_algarve;Algarve;;;;;;;;;x 
d_algarve_adj;Algarvian;;;;;;;;;x 
c_silves_adj;Silvesian;;;;;;;;;x 
b_aljustrel;Aljustrel;;;;;;;;;x 
b_silves;Silves;;;;;;;;;x 
b_lagos;Lagos;;;;;;;;;x 
b_castroverde;Castro Verde;;;;;;;;;x 
b_odemira;Odemira;;;;;;;;;x 
b_ourique;Ourique;;;;;;;;;x 
b_monchique;Monchique;;;;;;;;;x 
b_almodovar;Almodôvar;;;;;;;;;x 
c_faro_adj;Faronian;;;;;;;;;x 
b_faro;Faro;;;;;;;;;x 
b_loule;Loulé;;;;;;;;;x 
b_tavira;Tavira;;;;;;;;;x 
b_castromarim;Castro Marim;;;;;;;;;x 
b_alcoutim;Alcoutim;;;;;;;;;x 
b_aljezur;Aljezur;;;;;;;;;x 
b_saobrasdealportel;São Brás de Alportel;;;;;;;;;x 
b_olhao;Olhão;;;;;;;;;x 
k_mauretania;Mauretania;;;;;;;;;x 
k_mauretania_adj;Mauritanian;;;;;;;;;x 
c_canarias_adj;Canarian;;;;;;;;;x 
b_grancanaria;Gran Canaria;;;;;;;;;x 
b_tenerife;Tenerife;;;;;;;;;x 
b_lagomera;La Gomera;;;;;;;;;x 
b_lanzarote;Lanzarote;;;;;;;;;x 
b_fuerteventura;Fuerteventura;;;;;;;;;x 
b_lagraciosa;La Graciosa;;;;;;;;;x 
b_alegranza;Alegranza;;;;;;;;;x 
b_lapalma;La Palma;;;;;;;;;x 
d_marrakech;Marrakech;;;;;;;;;x 
d_marrakech_adj;Marrakechi;;;;;;;;;x 
c_marrakech_adj;Marrakechi;;;;;;;;;x 
b_marrakech;Marrakech;;;;;;;;;x 
b_sidirahhal;Sidi Rahhal;;;;;;;;;x 
b_ouarzazate;Ouarzazate;;;;;;;;;x 
b_elanakir;El Anakir;;;;;;;;;x 
b_demnat;Demnat;;;;;;;;;x 
b_asni;Asni;;;;;;;;;x 
b_thineghir;Thineghir;;;;;;;;;x 
b_alnif;Alnif;;;;;;;;;x 
#c_tharasset_adj;Tharassetian;;;;;;;;;x 
b_tharasset;Tamdoult;;;;;;;;;x 
b_tartaya;Tartaya;;;;;;;;;x 
b_tantan;Tantan;;;;;;;;;x 
b_akhfennir;Akhfennir;;;;;;;;;x 
b_chbika;Chbika;;;;;;;;;x 
b_tidergit;Tidergit;;;;;;;;;x 
b_amot;Amot;;;;;;;;;x 
b_tiglit;Tiglit;;;;;;;;;x 
#c_ifni_adj;Ifnian;;;;;;;;;x 
b_ifni;Taroudant;;;;;;;;;x 
b_tiznit;Tiznit;;;;;;;;;x 
b_ouaouteit;Ouaouteit;;;;;;;;;x 
b_rgab;Rgab;;;;;;;;;x 
b_guelmim;Guelmim;;;;;;;;;x 
b_belkassem;Belkassem;;;;;;;;;x 
b_mihrleft;Mihrleft;;;;;;;;;x 
b_tizgui;Tizgui;;;;;;;;;x 
c_anti-atlas_adj;Anti-Atlasian;;;;;;;;;x 
b_agadir;Agadir;;;;;;;;;x 
b_taroudaut;Taroudaut;;;;;;;;;x 
b_tata;Tata;;;;;;;;;x 
b_biourga;Biourga;;;;;;;;;x 
b_kasbaeljoua;Kasba-el-Joua;;;;;;;;;x 
b_argana;Argana;;;;;;;;;x 
b_illrh;Illrh;;;;;;;;;x 
b_alogoum;Alogoum;;;;;;;;;x 
c_massat_adj;Massatian;;;;;;;;;x 
b_essaouira;Essaouira;;;;;;;;;x 
b_akermoud;Akermoud;;;;;;;;;x 
b_safi;Safi;;;;;;;;;x 
b_haddraa;Had Draa;;;;;;;;;x 
b_aitelaouni;Ait el Aouni;;;;;;;;;x 
b_qumelaioun;Qum el Aioun;;;;;;;;;x 
b_aguedal;Aguedal;;;;;;;;;x 
b_agouidir;Agouidir;;;;;;;;;x 
d_tangiers;Tangier;;;;;;;;;x 
d_tangiers_adj;Tangieran;;;;;;;;;x 
c_tangiers_adj;Tangieran;;;;;;;;;x 
b_tangiers;Tangier;;;;;;;;;x 
b_laraiche;Laraiche;;;;;;;;;x 
b_mulaybuselham;Mulay Buselham;;;;;;;;;x 
b_alcazarquivir;Alcazarquivir;;;;;;;;;x 
b_asilah;Asilah;;;;;;;;;x 
b_ainbenamar;Ain Ben Amar;;;;;;;;;x 
b_barrha;Barrha;;;;;;;;;x 
b_charkia;Charkia;;;;;;;;;x 
c_infa_adj;Infan;;;;;;;;;x 
b_infa;Infa;;;;;;;;;x 
b_rabat;Rabat;;;;;;;;;x 
b_sale;Salé;;;;;;;;;x 
b_tiflet;Tiflet;;;;;;;;;x 
b_berrechid;Berrechid;;;;;;;;;x 
b_azemmour;Azemmour;;;;;;;;;x 
b_khouribga;Khouribga;;;;;;;;;x 
b_oulmes;Oulmés;;;;;;;;;x 
c_cebta_adj;Cebtan;;;;;;;;;x 
#b_cueta;Cueta;;;;;;;;;x 
b_tetouan;Tétouan;;;;;;;;;x 
b_Xauen;Xauen;;;;;;;;;x 
b_aulef;Aulef;;;;;;;;;x 
b_babtaza;Bab Taza;;;;;;;;;x 
b_targuist;Targuist;;;;;;;;;x 
b_mdiq;M'diq;;;;;;;;;x 
b_martil;Martil;;;;;;;;;x 
d_fes;Fes;;;;;;;;;x 
d_fes_adj;Fesian;;;;;;;;;x 
c_fes_adj;Fesian;;;;;;;;;x 
b_fes;Fès;;;;;;;;;x 
b_meknes;Meknès;;;;;;;;;x 
b_zerhoun;Zerhoun;;;;;;;;;x 
b_elhajeb;El Hajeb;;;;;;;;;x 
b_sefrou;Sefrou;;;;;;;;;x 
b_missour;Missour;;;;;;;;;x 
b_enjil;Enjil;;;;;;;;;x 
b_bouanane;Bouanane;;;;;;;;;x 
c_el_rif_adj;El Rifian;;;;;;;;;x 
b_melilla;Melilla;;;;;;;;;x 
b_alhoceima;Alhoceima;;;;;;;;;x 
b_midar;Midar;;;;;;;;;x 
b_ketama;Ketama;;;;;;;;;x 
b_nador;Nador;;;;;;;;;x 
b_driouch;Driouch;;;;;;;;;x 
b_saka;Saka;;;;;;;;;x 
b_geurcif;Geurcif;;;;;;;;;x 
c_figuig_adj;Figuigian;;;;;;;;;x 
b_figuig;Figuig;;;;;;;;;x 
b_bouarfa;Bouarfa;;;;;;;;;x 
b_safsaf;Safsaf;;;;;;;;;x 
b_benitajjit;Beni Tajjit;;;;;;;;;x 
b_ainechchair;Ain ech Chair;;;;;;;;;x 
b_ich;Ich;;;;;;;;;x 
b_bechar;Béchar ;;;;;;;;;x 
b_boudnib;Boudnib;;;;;;;;;x 
c_snassen_adj;Snassenian;;;;;;;;;x 
#b_oujda;oujda;;;;;;;;;x 
b_jerada;Jerada;;;;;;;;;x 
b_saldia;Saldia;;;;;;;;;x 
b_ainbenimathar;Ain Beni Mathar;;;;;;;;;x 
b_debdou;Debdou;;;;;;;;;x 
b_tendrara;Tendrara;;;;;;;;;x 
b_berkane;Berkane;;;;;;;;;x 
b_ahfir;Ahfir;;;;;;;;;x 
d_alger;Alger;;;;;;;;;x 
d_alger_adj;Algerian;;;;;;;;;x 
d_tlemcen;Tlemcen;;;;;;;;;x 
d_tlemcen_adj;Tlemcenian;;;;;;;;;x 
c_tlemcen_adj;Tlemcenian;;;;;;;;;x 
b_tlemcen;Tlemcen;;;;;;;;;x 
b_sidibelabbes;Sidi-bel-Abbes;;;;;;;;;x 
b_muaskar;Muaskar;;;;;;;;;x 
b_bedrabine;Bedrabine;;;;;;;;;x 
b_tessala;Tessala;;;;;;;;;x 
b_letelagh;Le Telagh;;;;;;;;;x 
b_dhaya;Dhaya;;;;;;;;;x 
b_elhaicaiba;El Haicaiba;;;;;;;;;x 
c_orania_adj;Oranian;;;;;;;;;x 
b_oran;Oran;;;;;;;;;x 
b_mostaganem;Mostaganem;;;;;;;;;x 
b_aintemouchent;Ain Témoucent;;;;;;;;;x 
b_maghnia;Maghnia;;;;;;;;;x 
b_benisaf;Beni Saf;;;;;;;;;x 
b_ainelberd;Ain-el-Berd;;;;;;;;;x 
b_merselhadjad;Mers-El-Hadjad;;;;;;;;;x 
b_gdyel;Gdyvel;;;;;;;;;x 
c_hanyan_adj;Hanyanian;;;;;;;;;x 
b_hanyan;Hanyan;;;;;;;;;x 
b_naama;Naama;;;;;;;;;x 
b_saida;Saida;;;;;;;;;x 
b_alkasdir;El Kasdir;;;;;;;;;x 
b_alancha;El Ancha;;;;;;;;;x 
b_magoura;Magoura;;;;;;;;;x 
b_raselma;Ras el Ma;;;;;;;;;x 
b_bougtob;Bougtob;;;;;;;;;x 
c_atlas_mnt_adj;Atlas Mountainian;;;;;;;;;x 
b_tiaret;Tiaret;;;;;;;;;x 
b_djelfa;Djelfa;;;;;;;;;x 
b_bordj;Bordj;;;;;;;;;x 
b_elyourh;El Yourh;;;;;;;;;x 
b_selmana;Selmana;;;;;;;;;x 
b_ainrich;Aïn Rich;;;;;;;;;x 
b_ainzmila;Aïn Zmila;;;;;;;;;x 
b_hassibenmadjeb;Hassi ben Madjeb;;;;;;;;;x 
c_lemdiyya_adj;Lemdiyyan;;;;;;;;;x 
b_medea;Médéa;;;;;;;;;x 
b_relizane;Relizane;;;;;;;;;x 
b_aindefla;Aïn Defla;;;;;;;;;x 
b_elrhenb;El Rhenb;;;;;;;;;x 
b_aintorki;Aïn Torki;;;;;;;;;x 
b_blida;Blida;;;;;;;;;x 
b_elhachem;El Hachem;;;;;;;;;x 
b_sidimohammed;Sidi-Mohammed;;;;;;;;;x 
c_al_djazair_adj;Al Djazairian;;;;;;;;;x 
b_algiers;Algiers;;;;;;;;;x 
b_tipasa;Tipasa;;;;;;;;;x 
b_chiffa;Chiffa;;;;;;;;;x 
b_sidiakacha;Sidi-Akacha;;;;;;;;;x 
b_rhedadoua;Rhedadoua;;;;;;;;;x 
b_elachour;El-Achour;;;;;;;;;x 
b_elRdair;El Rdair;;;;;;;;;x 
b_tirourda;Tirourda;;;;;;;;;x 
d_kabylia;Kabylia;;;;;;;;;x 
d_kabylia_adj;Kabylian;;;;;;;;;x 
c_beni_yanni_adj;Beni Yannian;;;;;;;;;x 
b_bourmedes;Boumerdès;;;;;;;;;x 
b_tafoughalt;Tafoughalt;;;;;;;;;x 
b_tigzirt;Tigzirt;;;;;;;;;x 
b_bujima;Bujima;;;;;;;;;x 
b_azeffoun;Azeffoun;;;;;;;;;x 
b_azazga;Azazga;;;;;;;;;x 
b_taoudouch;Taoudouch;;;;;;;;;x 
b_thiza;Thiza;;;;;;;;;x 
c_tell_atlas_adj;Tell Atlasian;;;;;;;;;x 
b_tiziouzou;Tizi Ouzou;;;;;;;;;x 
b_zaoula;Zaoula;;;;;;;;;x 
b_akaoudj;Akaoudj;;;;;;;;;x 
b_mirabeau;Mirabeau;;;;;;;;;x 
b_nacina;Nacina;;;;;;;;;x 
b_draaelmizan;Draa el Mizan;;;;;;;;;x 
b_tagoughalt;Tagoughalt;;;;;;;;;x 
b_mechreck;Mechreck;;;;;;;;;x 
c_mzab_adj;Mzabian;;;;;;;;;x 
b_mzab;Mzab;;;;;;;;;x 
b_noumerat;Noumerat;;;;;;;;;x 
b_sebseb;Sebseb;;;;;;;;;x 
b_elalia;El Alia;;;;;;;;;x 
b_ouargla;Ouargla;;;;;;;;;x 
b_zelfana;Zelfana;;;;;;;;;x 
b_bermane;Bermane;;;;;;;;;x 
b_elbour;El Bour;;;;;;;;;x 
c_ouled_nail_adj;Ouled Nailian;;;;;;;;;x 
b_tubirett;Tubirett;;;;;;;;;x 
b_msila;M'Sila;;;;;;;;;x 
b_sidiheg;Sidi Heg;;;;;;;;;x 
b_roumana;Roumana;;;;;;;;;x 
b_ainzia;Ain Zia;;;;;;;;;x 
b_sidinhar;Sidi Nhar;;;;;;;;;x 
b_beneldir;Ben el Dir;;;;;;;;;x 
b_bordjelcaid;Bordj el Caid;;;;;;;;;x 
k_africa;Africa;;;;;;;;;x 
k_africa_adj;African;;;;;;;;;x 
d_constantine;Constantine;;;;;;;;;x 
b_constantine;Constantine;;;;;;;;;x 
b_guelma;Guelma;;;;;;;;;x 
b_tebessa;Tébessa;;;;;;;;;x 
b_elkhroub;El Khroub;;;;;;;;;x 
b_tadjenanet;Tadjenanet;;;;;;;;;x 
b_oumelbouaghi;Oum el Bouaghi;;;;;;;;;x 
b_mechtakebira;Mechta Kebira;;;;;;;;;x 
b_guerrah;Guerrah;;;;;;;;;x 
c_biskra_adj;Biskran;;;;;;;;;x 
b_biskra;Biskra;;;;;;;;;x 
b_batna;Batna;;;;;;;;;x 
b_khenchela;Khenchela;;;;;;;;;x 
b_sidiokba;Sidi Okba;;;;;;;;;x 
b_nebka;Nebka;;;;;;;;;x 
b_bigou;Bigou;;;;;;;;;x 
b_branis;Branis;;;;;;;;;x 
b_mekhadma;Mekhadma;;;;;;;;;x 
c_bejaija_adj;Bejaijan;;;;;;;;;x 
b_bejaija;Bejaija;;;;;;;;;x 
b_setif;Sétif;;;;;;;;;x 
b_mila;Mila;;;;;;;;;x 
b_elbekara;El Bekara;;;;;;;;;x 
b_jijel;Jijel;;;;;;;;;x 
b_boudaoud;Bou Daoud;;;;;;;;;x 
b_gantas;Gantas;;;;;;;;;x 
b_eldjabia;El Djabia;;;;;;;;;x 
c_annaba_adj;Annaban;;;;;;;;;x 
b_annabah;Annabah;;;;;;;;;x 
b_eltarf;El Tarf;;;;;;;;;x 
b_soukahras;Souk Ahras;;;;;;;;;x 
b_skikda;Skikda;;;;;;;;;x 
b_elbouni;El Bouni;;;;;;;;;x 
b_boudjama;Bou Djama;;;;;;;;;x 
b_drean;Dréan;;;;;;;;;x 
b_meroudj;Meroudj;;;;;;;;;x 
d_tunis;Tunis;;;;;;;;;x 
d_tunis_adj;Tunisian;;;;;;;;;x 
c_tunis_adj;Tunisian;;;;;;;;;x 
b_tunis;Tunis;;;;;;;;;x 
b_ariana;Ariana;;;;;;;;;x 
b_sousse;Sousse;;;;;;;;;x 
b_cartaghe;Carthage;;;;;;;;;x 
b_zaghouan;Zaghouan;;;;;;;;;x 
b_benarous;Ben Arous;;;;;;;;;x 
b_kelibia;Kelibia;;;;;;;;;x 
b_hammamet;Hammamet;;;;;;;;;x 
c_medjerda_adj;Medjerdan;;;;;;;;;x 
b_medjerda;Medjerda;;;;;;;;;x 
b_lekef;Le Kef;;;;;;;;;x 
b_siliana;Siliana;;;;;;;;;x 
b_kasserine;Kasserine;;;;;;;;;x 
b_qaafur;Qa Afur;;;;;;;;;x 
b_sidimubarak;Sidi Mubarak;;;;;;;;;x 
b_dougga;Dougga;;;;;;;;;x 
b_elkrib;El Krib;;;;;;;;;x 
c_bizerte_adj;Bizertenian;;;;;;;;;x 
b_bizerte;Bizerte;;;;;;;;;x 
b_tunbeja;Beja;;;;;;;;;x 
b_jendouba;Jendouba;;;;;;;;;x 
b_ghezala;Ghezala;;;;;;;;;x 
b_manziljamal;Manzil Jamal;;;;;;;;;x 
b_almatin;Al Matin;;;;;;;;;x 
b_tamra;Tamra;;;;;;;;;x 
b_netza;Netza;;;;;;;;;x 
